10.005 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.055 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.155 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.305 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.405 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.455 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.505 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.555 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.605 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.655 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.705 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.755 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.905 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.955 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.005 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.055 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.155 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.305 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.405 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.455 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.505 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.555 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.605 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.655 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.705 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.755 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.905 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.955 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.005 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.055 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.155 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.255 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.305 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.405 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.455 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.505 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.555 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.605 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.655 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.705 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.755 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.805 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.905 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12.955 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.005 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.055 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.105 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.155 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13.205 0 0 0 0 0 0 0 0 0 0 0 0 0 0
